filename,bcs,species
cat_bcs1_side_000deg.jpg,1,cat
cat_bcs1_side_010deg.jpg,1,cat
cat_bcs1_side_020deg.jpg,1,cat
cat_bcs1_side_030deg.jpg,1,cat
cat_bcs1_side_040deg.jpg,1,cat
cat_bcs1_side_050deg.jpg,1,cat
cat_bcs1_side_060deg.jpg,1,cat
cat_bcs1_side_070deg.jpg,1,cat
cat_bcs1_side_080deg.jpg,1,cat
cat_bcs1_side_090deg.jpg,1,cat
cat_bcs1_side_100deg.jpg,1,cat
cat_bcs1_side_110deg.jpg,1,cat
cat_bcs1_side_120deg.jpg,1,cat
cat_bcs1_side_130deg.jpg,1,cat
cat_bcs1_side_140deg.jpg,1,cat
cat_bcs1_side_150deg.jpg,1,cat
cat_bcs1_side_160deg.jpg,1,cat
cat_bcs1_side_170deg.jpg,1,cat
cat_bcs1_side_180deg.jpg,1,cat
cat_bcs1_side_190deg.jpg,1,cat
cat_bcs1_side_200deg.jpg,1,cat
cat_bcs1_side_210deg.jpg,1,cat
cat_bcs1_side_220deg.jpg,1,cat
cat_bcs1_side_230deg.jpg,1,cat
cat_bcs1_side_240deg.jpg,1,cat
cat_bcs1_side_250deg.jpg,1,cat
cat_bcs1_side_260deg.jpg,1,cat
cat_bcs1_side_270deg.jpg,1,cat
cat_bcs1_side_280deg.jpg,1,cat
cat_bcs1_side_290deg.jpg,1,cat
cat_bcs1_side_300deg.jpg,1,cat
cat_bcs1_side_310deg.jpg,1,cat
cat_bcs1_side_320deg.jpg,1,cat
cat_bcs1_side_330deg.jpg,1,cat
cat_bcs1_side_340deg.jpg,1,cat
cat_bcs1_side_350deg.jpg,1,cat
cat_bcs1_top.jpg,1,cat
cat_bcs2_side_000deg.jpg,2,cat
cat_bcs2_side_010deg.jpg,2,cat
cat_bcs2_side_020deg.jpg,2,cat
cat_bcs2_side_030deg.jpg,2,cat
cat_bcs2_side_040deg.jpg,2,cat
cat_bcs2_side_050deg.jpg,2,cat
cat_bcs2_side_060deg.jpg,2,cat
cat_bcs2_side_070deg.jpg,2,cat
cat_bcs2_side_080deg.jpg,2,cat
cat_bcs2_side_090deg.jpg,2,cat
cat_bcs2_side_100deg.jpg,2,cat
cat_bcs2_side_110deg.jpg,2,cat
cat_bcs2_side_120deg.jpg,2,cat
cat_bcs2_side_130deg.jpg,2,cat
cat_bcs2_side_140deg.jpg,2,cat
cat_bcs2_side_150deg.jpg,2,cat
cat_bcs2_side_160deg.jpg,2,cat
cat_bcs2_side_170deg.jpg,2,cat
cat_bcs2_side_180deg.jpg,2,cat
cat_bcs2_side_190deg.jpg,2,cat
cat_bcs2_side_200deg.jpg,2,cat
cat_bcs2_side_210deg.jpg,2,cat
cat_bcs2_side_220deg.jpg,2,cat
cat_bcs2_side_230deg.jpg,2,cat
cat_bcs2_side_240deg.jpg,2,cat
cat_bcs2_side_250deg.jpg,2,cat
cat_bcs2_side_260deg.jpg,2,cat
cat_bcs2_side_270deg.jpg,2,cat
cat_bcs2_side_280deg.jpg,2,cat
cat_bcs2_side_290deg.jpg,2,cat
cat_bcs2_side_300deg.jpg,2,cat
cat_bcs2_side_310deg.jpg,2,cat
cat_bcs2_side_320deg.jpg,2,cat
cat_bcs2_side_330deg.jpg,2,cat
cat_bcs2_side_340deg.jpg,2,cat
cat_bcs2_side_350deg.jpg,2,cat
cat_bcs2_top.jpg,2,cat
cat_bcs3_side_000deg.jpg,3,cat
cat_bcs3_side_010deg.jpg,3,cat
cat_bcs3_side_020deg.jpg,3,cat
cat_bcs3_side_030deg.jpg,3,cat
cat_bcs3_side_040deg.jpg,3,cat
cat_bcs3_side_050deg.jpg,3,cat
cat_bcs3_side_060deg.jpg,3,cat
cat_bcs3_side_070deg.jpg,3,cat
cat_bcs3_side_080deg.jpg,3,cat
cat_bcs3_side_090deg.jpg,3,cat
cat_bcs3_side_100deg.jpg,3,cat
cat_bcs3_side_110deg.jpg,3,cat
cat_bcs3_side_120deg.jpg,3,cat
cat_bcs3_side_130deg.jpg,3,cat
cat_bcs3_side_140deg.jpg,3,cat
cat_bcs3_side_150deg.jpg,3,cat
cat_bcs3_side_160deg.jpg,3,cat
cat_bcs3_side_170deg.jpg,3,cat
cat_bcs3_side_180deg.jpg,3,cat
cat_bcs3_side_190deg.jpg,3,cat
cat_bcs3_side_200deg.jpg,3,cat
cat_bcs3_side_210deg.jpg,3,cat
cat_bcs3_side_220deg.jpg,3,cat
cat_bcs3_side_230deg.jpg,3,cat
cat_bcs3_side_240deg.jpg,3,cat
cat_bcs3_side_250deg.jpg,3,cat
cat_bcs3_side_260deg.jpg,3,cat
cat_bcs3_side_270deg.jpg,3,cat
cat_bcs3_side_280deg.jpg,3,cat
cat_bcs3_side_290deg.jpg,3,cat
cat_bcs3_side_300deg.jpg,3,cat
cat_bcs3_side_310deg.jpg,3,cat
cat_bcs3_side_320deg.jpg,3,cat
cat_bcs3_side_330deg.jpg,3,cat
cat_bcs3_side_340deg.jpg,3,cat
cat_bcs3_side_350deg.jpg,3,cat
cat_bcs3_top.jpg,3,cat
cat_bcs4_side_000deg.jpg,4,cat
cat_bcs4_side_010deg.jpg,4,cat
cat_bcs4_side_020deg.jpg,4,cat
cat_bcs4_side_030deg.jpg,4,cat
cat_bcs4_side_040deg.jpg,4,cat
cat_bcs4_side_050deg.jpg,4,cat
cat_bcs4_side_060deg.jpg,4,cat
cat_bcs4_side_070deg.jpg,4,cat
cat_bcs4_side_080deg.jpg,4,cat
cat_bcs4_side_090deg.jpg,4,cat
cat_bcs4_side_100deg.jpg,4,cat
cat_bcs4_side_110deg.jpg,4,cat
cat_bcs4_side_120deg.jpg,4,cat
cat_bcs4_side_130deg.jpg,4,cat
cat_bcs4_side_140deg.jpg,4,cat
cat_bcs4_side_150deg.jpg,4,cat
cat_bcs4_side_160deg.jpg,4,cat
cat_bcs4_side_170deg.jpg,4,cat
cat_bcs4_side_180deg.jpg,4,cat
cat_bcs4_side_190deg.jpg,4,cat
cat_bcs4_side_200deg.jpg,4,cat
cat_bcs4_side_210deg.jpg,4,cat
cat_bcs4_side_220deg.jpg,4,cat
cat_bcs4_side_230deg.jpg,4,cat
cat_bcs4_side_240deg.jpg,4,cat
cat_bcs4_side_250deg.jpg,4,cat
cat_bcs4_side_260deg.jpg,4,cat
cat_bcs4_side_270deg.jpg,4,cat
cat_bcs4_side_280deg.jpg,4,cat
cat_bcs4_side_290deg.jpg,4,cat
cat_bcs4_side_300deg.jpg,4,cat
cat_bcs4_side_310deg.jpg,4,cat
cat_bcs4_side_320deg.jpg,4,cat
cat_bcs4_side_330deg.jpg,4,cat
cat_bcs4_side_340deg.jpg,4,cat
cat_bcs4_side_350deg.jpg,4,cat
cat_bcs4_top.jpg,4,cat
cat_bcs5_side_000deg.jpg,5,cat
cat_bcs5_side_010deg.jpg,5,cat
cat_bcs5_side_020deg.jpg,5,cat
cat_bcs5_side_030deg.jpg,5,cat
cat_bcs5_side_040deg.jpg,5,cat
cat_bcs5_side_050deg.jpg,5,cat
cat_bcs5_side_060deg.jpg,5,cat
cat_bcs5_side_070deg.jpg,5,cat
cat_bcs5_side_080deg.jpg,5,cat
cat_bcs5_side_090deg.jpg,5,cat
cat_bcs5_side_100deg.jpg,5,cat
cat_bcs5_side_110deg.jpg,5,cat
cat_bcs5_side_120deg.jpg,5,cat
cat_bcs5_side_130deg.jpg,5,cat
cat_bcs5_side_140deg.jpg,5,cat
cat_bcs5_side_150deg.jpg,5,cat
cat_bcs5_side_160deg.jpg,5,cat
cat_bcs5_side_170deg.jpg,5,cat
cat_bcs5_side_180deg.jpg,5,cat
cat_bcs5_side_190deg.jpg,5,cat
cat_bcs5_side_200deg.jpg,5,cat
cat_bcs5_side_210deg.jpg,5,cat
cat_bcs5_side_220deg.jpg,5,cat
cat_bcs5_side_230deg.jpg,5,cat
cat_bcs5_side_240deg.jpg,5,cat
cat_bcs5_side_250deg.jpg,5,cat
cat_bcs5_side_260deg.jpg,5,cat
cat_bcs5_side_270deg.jpg,5,cat
cat_bcs5_side_280deg.jpg,5,cat
cat_bcs5_side_290deg.jpg,5,cat
cat_bcs5_side_300deg.jpg,5,cat
cat_bcs5_side_310deg.jpg,5,cat
cat_bcs5_side_320deg.jpg,5,cat
cat_bcs5_side_330deg.jpg,5,cat
cat_bcs5_side_340deg.jpg,5,cat
cat_bcs5_side_350deg.jpg,5,cat
cat_bcs5_top.jpg,5,cat
cat_bcs6_side_000deg.jpg,6,cat
cat_bcs6_side_010deg.jpg,6,cat
cat_bcs6_side_020deg.jpg,6,cat
cat_bcs6_side_030deg.jpg,6,cat
cat_bcs6_side_040deg.jpg,6,cat
cat_bcs6_side_050deg.jpg,6,cat
cat_bcs6_side_060deg.jpg,6,cat
cat_bcs6_side_070deg.jpg,6,cat
cat_bcs6_side_080deg.jpg,6,cat
cat_bcs6_side_090deg.jpg,6,cat
cat_bcs6_side_100deg.jpg,6,cat
cat_bcs6_side_110deg.jpg,6,cat
cat_bcs6_side_120deg.jpg,6,cat
cat_bcs6_side_130deg.jpg,6,cat
cat_bcs6_side_140deg.jpg,6,cat
cat_bcs6_side_150deg.jpg,6,cat
cat_bcs6_side_160deg.jpg,6,cat
cat_bcs6_side_170deg.jpg,6,cat
cat_bcs6_side_180deg.jpg,6,cat
cat_bcs6_side_190deg.jpg,6,cat
cat_bcs6_side_200deg.jpg,6,cat
cat_bcs6_side_210deg.jpg,6,cat
cat_bcs6_side_220deg.jpg,6,cat
cat_bcs6_side_230deg.jpg,6,cat
cat_bcs6_side_240deg.jpg,6,cat
cat_bcs6_side_250deg.jpg,6,cat
cat_bcs6_side_260deg.jpg,6,cat
cat_bcs6_side_270deg.jpg,6,cat
cat_bcs6_side_280deg.jpg,6,cat
cat_bcs6_side_290deg.jpg,6,cat
cat_bcs6_side_300deg.jpg,6,cat
cat_bcs6_side_310deg.jpg,6,cat
cat_bcs6_side_320deg.jpg,6,cat
cat_bcs6_side_330deg.jpg,6,cat
cat_bcs6_side_340deg.jpg,6,cat
cat_bcs6_side_350deg.jpg,6,cat
cat_bcs6_top.jpg,6,cat
cat_bcs7_side_000deg.jpg,7,cat
cat_bcs7_side_010deg.jpg,7,cat
cat_bcs7_side_020deg.jpg,7,cat
cat_bcs7_side_030deg.jpg,7,cat
cat_bcs7_side_040deg.jpg,7,cat
cat_bcs7_side_050deg.jpg,7,cat
cat_bcs7_side_060deg.jpg,7,cat
cat_bcs7_side_070deg.jpg,7,cat
cat_bcs7_side_080deg.jpg,7,cat
cat_bcs7_side_090deg.jpg,7,cat
cat_bcs7_side_100deg.jpg,7,cat
cat_bcs7_side_110deg.jpg,7,cat
cat_bcs7_side_120deg.jpg,7,cat
cat_bcs7_side_130deg.jpg,7,cat
cat_bcs7_side_140deg.jpg,7,cat
cat_bcs7_side_150deg.jpg,7,cat
cat_bcs7_side_160deg.jpg,7,cat
cat_bcs7_side_170deg.jpg,7,cat
cat_bcs7_side_180deg.jpg,7,cat
cat_bcs7_side_190deg.jpg,7,cat
cat_bcs7_side_200deg.jpg,7,cat
cat_bcs7_side_210deg.jpg,7,cat
cat_bcs7_side_220deg.jpg,7,cat
cat_bcs7_side_230deg.jpg,7,cat
cat_bcs7_side_240deg.jpg,7,cat
cat_bcs7_side_250deg.jpg,7,cat
cat_bcs7_side_260deg.jpg,7,cat
cat_bcs7_side_270deg.jpg,7,cat
cat_bcs7_side_280deg.jpg,7,cat
cat_bcs7_side_290deg.jpg,7,cat
cat_bcs7_side_300deg.jpg,7,cat
cat_bcs7_side_310deg.jpg,7,cat
cat_bcs7_side_320deg.jpg,7,cat
cat_bcs7_side_330deg.jpg,7,cat
cat_bcs7_side_340deg.jpg,7,cat
cat_bcs7_side_350deg.jpg,7,cat
cat_bcs7_top.jpg,7,cat
cat_bcs8_side_000deg.jpg,8,cat
cat_bcs8_side_010deg.jpg,8,cat
cat_bcs8_side_020deg.jpg,8,cat
cat_bcs8_side_030deg.jpg,8,cat
cat_bcs8_side_040deg.jpg,8,cat
cat_bcs8_side_050deg.jpg,8,cat
cat_bcs8_side_060deg.jpg,8,cat
cat_bcs8_side_070deg.jpg,8,cat
cat_bcs8_side_080deg.jpg,8,cat
cat_bcs8_side_090deg.jpg,8,cat
cat_bcs8_side_100deg.jpg,8,cat
cat_bcs8_side_110deg.jpg,8,cat
cat_bcs8_side_120deg.jpg,8,cat
cat_bcs8_side_130deg.jpg,8,cat
cat_bcs8_side_140deg.jpg,8,cat
cat_bcs8_side_150deg.jpg,8,cat
cat_bcs8_side_160deg.jpg,8,cat
cat_bcs8_side_170deg.jpg,8,cat
cat_bcs8_side_180deg.jpg,8,cat
cat_bcs8_side_190deg.jpg,8,cat
cat_bcs8_side_200deg.jpg,8,cat
cat_bcs8_side_210deg.jpg,8,cat
cat_bcs8_side_220deg.jpg,8,cat
cat_bcs8_side_230deg.jpg,8,cat
cat_bcs8_side_240deg.jpg,8,cat
cat_bcs8_side_250deg.jpg,8,cat
cat_bcs8_side_260deg.jpg,8,cat
cat_bcs8_side_270deg.jpg,8,cat
cat_bcs8_side_280deg.jpg,8,cat
cat_bcs8_side_290deg.jpg,8,cat
cat_bcs8_side_300deg.jpg,8,cat
cat_bcs8_side_310deg.jpg,8,cat
cat_bcs8_side_320deg.jpg,8,cat
cat_bcs8_side_330deg.jpg,8,cat
cat_bcs8_side_340deg.jpg,8,cat
cat_bcs8_side_350deg.jpg,8,cat
cat_bcs8_top.jpg,8,cat
cat_bcs9_side_000deg.jpg,9,cat
cat_bcs9_side_010deg.jpg,9,cat
cat_bcs9_side_020deg.jpg,9,cat
cat_bcs9_side_030deg.jpg,9,cat
cat_bcs9_side_040deg.jpg,9,cat
cat_bcs9_side_050deg.jpg,9,cat
cat_bcs9_side_060deg.jpg,9,cat
cat_bcs9_side_070deg.jpg,9,cat
cat_bcs9_side_080deg.jpg,9,cat
cat_bcs9_side_090deg.jpg,9,cat
cat_bcs9_side_100deg.jpg,9,cat
cat_bcs9_side_110deg.jpg,9,cat
cat_bcs9_side_120deg.jpg,9,cat
cat_bcs9_side_130deg.jpg,9,cat
cat_bcs9_side_140deg.jpg,9,cat
cat_bcs9_side_150deg.jpg,9,cat
cat_bcs9_side_160deg.jpg,9,cat
cat_bcs9_side_170deg.jpg,9,cat
cat_bcs9_side_180deg.jpg,9,cat
cat_bcs9_side_190deg.jpg,9,cat
cat_bcs9_side_200deg.jpg,9,cat
cat_bcs9_side_210deg.jpg,9,cat
cat_bcs9_side_220deg.jpg,9,cat
cat_bcs9_side_230deg.jpg,9,cat
cat_bcs9_side_240deg.jpg,9,cat
cat_bcs9_side_250deg.jpg,9,cat
cat_bcs9_side_260deg.jpg,9,cat
cat_bcs9_side_270deg.jpg,9,cat
cat_bcs9_side_280deg.jpg,9,cat
cat_bcs9_side_290deg.jpg,9,cat
cat_bcs9_side_300deg.jpg,9,cat
cat_bcs9_side_310deg.jpg,9,cat
cat_bcs9_side_320deg.jpg,9,cat
cat_bcs9_side_330deg.jpg,9,cat
cat_bcs9_side_340deg.jpg,9,cat
cat_bcs9_side_350deg.jpg,9,cat
cat_bcs9_top.jpg,9,cat
dog_bcs1_side_000deg.jpg,1,dog
dog_bcs1_side_010deg.jpg,1,dog
dog_bcs1_side_020deg.jpg,1,dog
dog_bcs1_side_030deg.jpg,1,dog
dog_bcs1_side_040deg.jpg,1,dog
dog_bcs1_side_050deg.jpg,1,dog
dog_bcs1_side_060deg.jpg,1,dog
dog_bcs1_side_070deg.jpg,1,dog
dog_bcs1_side_080deg.jpg,1,dog
dog_bcs1_side_090deg.jpg,1,dog
dog_bcs1_side_100deg.jpg,1,dog
dog_bcs1_side_110deg.jpg,1,dog
dog_bcs1_side_120deg.jpg,1,dog
dog_bcs1_side_130deg.jpg,1,dog
dog_bcs1_side_140deg.jpg,1,dog
dog_bcs1_side_150deg.jpg,1,dog
dog_bcs1_side_160deg.jpg,1,dog
dog_bcs1_side_170deg.jpg,1,dog
dog_bcs1_side_180deg.jpg,1,dog
dog_bcs1_side_190deg.jpg,1,dog
dog_bcs1_side_200deg.jpg,1,dog
dog_bcs1_side_210deg.jpg,1,dog
dog_bcs1_side_220deg.jpg,1,dog
dog_bcs1_side_230deg.jpg,1,dog
dog_bcs1_side_240deg.jpg,1,dog
dog_bcs1_side_250deg.jpg,1,dog
dog_bcs1_side_260deg.jpg,1,dog
dog_bcs1_side_270deg.jpg,1,dog
dog_bcs1_side_280deg.jpg,1,dog
dog_bcs1_side_290deg.jpg,1,dog
dog_bcs1_side_300deg.jpg,1,dog
dog_bcs1_side_310deg.jpg,1,dog
dog_bcs1_side_320deg.jpg,1,dog
dog_bcs1_side_330deg.jpg,1,dog
dog_bcs1_side_340deg.jpg,1,dog
dog_bcs1_side_350deg.jpg,1,dog
dog_bcs1_top.jpg,1,dog
dog_bcs2_side_000deg.jpg,2,dog
dog_bcs2_side_010deg.jpg,2,dog
dog_bcs2_side_020deg.jpg,2,dog
dog_bcs2_side_030deg.jpg,2,dog
dog_bcs2_side_040deg.jpg,2,dog
dog_bcs2_side_050deg.jpg,2,dog
dog_bcs2_side_060deg.jpg,2,dog
dog_bcs2_side_070deg.jpg,2,dog
dog_bcs2_side_080deg.jpg,2,dog
dog_bcs2_side_090deg.jpg,2,dog
dog_bcs2_side_100deg.jpg,2,dog
dog_bcs2_side_110deg.jpg,2,dog
dog_bcs2_side_120deg.jpg,2,dog
dog_bcs2_side_130deg.jpg,2,dog
dog_bcs2_side_140deg.jpg,2,dog
dog_bcs2_side_150deg.jpg,2,dog
dog_bcs2_side_160deg.jpg,2,dog
dog_bcs2_side_170deg.jpg,2,dog
dog_bcs2_side_180deg.jpg,2,dog
dog_bcs2_side_190deg.jpg,2,dog
dog_bcs2_side_200deg.jpg,2,dog
dog_bcs2_side_210deg.jpg,2,dog
